Intitulé du poste,Date de publication,lieu,competences,Nom de la société,Type de contrat,Salaire minimum,Salaire maximum
cpl sf analyste sécurité data loss prevention au sein de la fonction conformité ,2023-01-25,paris,sécurité,nan,cdd,,
développeur data hub flux ,2023-01-25,montreuil,"validation, ios",nan,cdi,,
data analyst,2023-01-25,courbevoie,"python, sql, recette, communication, git, support",nan,cdi,,
data architect  ,2023-01-25,plaisir,"big data, outils, support, sécurité, etl",nan,cdi,,
data scientist,2023-01-25,paris,,nan,cdi,,
data analyst,2023-01-25,rueil malmaison,,nan,cdi,,
data engineer,2023-01-25,paris,"python, agile, test, machine learning, git, support, scala, web, spring, cloud, tableau, spark",nan,cdi,,
data analyst,2023-01-25,lisses,"communication, business intelligence, support, oracle, sécurité, ios, talend",nan,cdi,,
data analyst,2023-01-25,lisses,"communication, business intelligence, support, oracle, sécurité, ios, talend",nan,cdi,,
data scientist,2023-01-25,ivry sur seine,"python, sql, agile, machine learning, git, web, cloud, nlp",nan,cdi,,
product owner data & analytics ,2023-01-25,chatillon,"agile, support",nan,cdi,,
data analyst,2023-01-25,bondoufle,agile,nan,cdd,,
data analyst,2023-01-25,meudon,,nan,cdi,,
data ingénieur,2023-01-24,nanterre,"python, sql, agile, outils, hadoop, bases de données, scrum, unix, cloud, linux, unix, sécurité, etl",nan,cdi,,
manager,2023-01-24,seine saint denis,"agile, big data, outils, communication, validation, git, support, sap",air france,cdi,,
manager,2023-01-24,nanterre,"sql, recette, outils, communication, support, sap, power bi, tableau, ios",louvre hotels,cdi,,
manager,2023-01-24,,"outils, communication, sap, power bi, excel",fed supply,nan,,
data analyst,2023-01-24,,"python, sql, outils, support, mysql, postgresql, cloud",groupama,nan,,
data analyst,2023-01-24,courbevoie,"recette, communication, git, support",nan,cdi,,
manager,2023-01-24,rueil malmaison,"outils, communication, sap, power bi, excel",nan,cdi,,
data analyst,2023-01-24,boulogne billancourt,"outils, machine learning, ios",reezocar,cdi,,
data scientist,2023-01-24,paris  dept,,nan,cdi,,
consultant,2023-01-24,paris,"outils, data management, sécurité, excel, ios",novaminds,cdi,,
"lead data   système, réseaux, données ",2023-01-24,paris,"python, sql, outils, machine learning, git, postgresql, cloud",jobs_that_makesense,cdi,,
master data supply chain sap   création ,2023-01-24,rungis,"test, sap, excel",page personnel,cdi,41000.0,47000.0
data engineer,2023-01-24,nanterre,"python, sql, support, power bi, devops, excel",infogene,cdi,,
data analyst,2023-01-24,paris,"outils, excel",michael page international france,cdi,40000.0,46000.0
chef de projet,2023-01-24,paris,,sas proxiel,cdi,,
chef de projet,2023-01-24,paris,,sas proxiel,cdi,,
consultant,2023-01-24,paris,"python, sql, agile, outils, validation, data management, scrum, acquisition, windows, power bi, cloud, tableau, sécurité, excel",saegus,cdi,,
data analyst,2023-01-24,paris,"sql, bases de données, power bi, qlik, tableau",acssi,cdi,,
business analyst,2023-01-24,paris,"test, recette, outils, git, ios",koders,cdi,,
manager,2023-01-24,paris,"sql, git, bases de données, qlik, sécurité, talend, etl",michael page international france,cdi,48000.0,50000.0
"ingénieur data  bi   système, réseaux, données ",2023-01-24,boulogne billancourt,"communication, bases de données",alten,cdi,33000.0,42000.0
data scientist,2023-01-24,boulogne billancourt,"python, sql, machine learning, sécurité, spark",agap2it,cdi,35000.0,60000.0
consultant,2023-01-24,paris,business intelligence,irex consulting,cdi,,
chef de projet,2023-01-24,boulogne billancourt,"sql, test, recette, communication, bases de données, support, talend, etl",lhhleaders.fr,cdi,45000.0,53000.0
data analyst,2023-01-24,paris,"test, outils, bases de données, support, sap, tableau",michael page international france,intérim,40000.0,45000.0
data scientist,2023-01-24,charenton le pont,"python, sql, test, outils, machine learning, git, cloud",bnp paribas,cdi,,
data analyst,2023-01-24,courbevoie,"python, sql, recette, communication, git, support, réseaux",enedis,cdi,,
charge d'etudes actuarielles data et pilotage  ,2023-01-24,paris,"agile, recette, communication, tableau",nan,cdi,,
assistant commercial et de gestion   nm data ,2023-01-24,paris,"outils, marketing, git, bases de données",nm data,intérim,,
manager,2023-01-24,gif sur yvette,"outils, communication, git, excel",orano - csp idf,cdi,,
manager,2023-01-24,chatillon,"test, git, support, sécurité, excel, ios, etl",orano - csp idf,cdi,,
data analyst,2023-01-24,chatillon,"outils, data management, git, tableau, sécurité",orano - csp idf,cdi,,
data scientist,2023-01-23,paris,"test, big data, outils, intelligence artificielle, validation, machine learning, support, ios",nan,cdi,,
manager,2023-01-23,issy les moulineaux,"sql, outils, vba, excel",nan,cdi,,
manager,2023-01-23,ile de france,"outils, communication, marketing, machine learning, excel",nan,cdi,,
manager,2023-01-23,ile de france,"outils, communication, marketing, machine learning, excel",nan,cdi,,
manager,2023-01-23,ile de france,"outils, communication, marketing, machine learning, excel",nan,cdi,,
data scientist,2023-01-23,courbevoie,"python, sql, outils, intelligence artificielle, machine learning, git, bases de données, cloud, excel, nlp, tensorflow",nan,cdi,,
data scientist,2023-01-23,paris,"python, machine learning, cloud, spark",nan,cdi,,
data scientist,2023-01-23,gennevilliers,"python, sql, test, validation, postgresql, cloud, devops, sécurité",nan,cdi,,
manager,2023-01-23,guyancourt,"agile, test, outils, communication, validation, git, support",nan,cdd,,
manager,2023-01-23,paris,"outils, data management, vba, excel",nan,cdd,,
data scientist,2023-01-25,courbevoie,"python, sql, test, outils, communication, git, power bi, vba, excel",nan,cdi,,
data miner ,2023-01-23,paris,"python, sql, marketing, git, support, spark",nan,cdi,,
data scientist,2023-01-23,massy,"agile, test, outils, communication, machine learning, devops, excel",nan,cdi,,
manager,2023-01-23,roissy en france,"big data, sécurité",nan,cdi,,
data scientist,2023-01-23,ile de france,"python, hadoop, machine learning, sécurité, spark",nan,cdi,,
data scientist,2023-01-23,paris,"sql, outils, marketing, git, bases de données, excel",nan,cdi,,
data scientist,2023-01-23,charenton le pont,"python, sql, agile, big data, outils, hadoop, machine learning, git, cloud, salesforce, spark",nan,cdi,,
chef de projet,2023-01-23,paris,"test, communication, bases de données, support",isabelle sourati,cdi,40000.0,50000.0
data analyst,2023-01-23,paris,"outils, réseaux",cnsa,cdi,,
data analyst,2023-01-23,paris,"python, sql, test, communication, marketing, machine learning, bases de données, windows, tableau, excel",yassir,cdi,,
data analyst,2023-01-23,paris,"sql, outils, marketing, git, tableau",nexity,cdd,,
data analyst,2023-01-23,paris,"sql, agile, outils, support, tableau, sécurité, vba",accelite,intérim,,
data scientist,2023-01-23,paris,"python, test, outils, machine learning, bases de données, sas, excel",caisse des depots et consignations,cdi,,
data scientist,2023-01-23,boulogne billancourt,"python, sql, outils, marketing, git, power bi, cloud",mherit,cdi,40000.0,42000.0
data scientist,2023-01-23,boulogne billancourt,"python, sql, outils, marketing, git, power bi, cloud",mherit,cdi,40000.0,42000.0
manager,2023-01-23,magny les hameaux,"outils, plm, git, support",safran nacelles,cdi,,
data analyst,2023-01-25,paris,"outils, git, web",nan,cdi,,
data engineer,2023-01-23,levallois perret,"agile, test, big data, recette, communication, git, scrum, scala, devops, spark",inventiv it,cdi,,
consultant,2023-01-24,courbevoie,"outils, sap, tableau, moa, excel",act-on group,cdi,,
chef de projet,2023-01-23,paris,"agile, outils, support, cloud",ibm interactive,cdi,,
data analyst,2023-01-23,paris,"outils, réseaux, sas",cnsa,cdi,,
data analyst,2023-01-23,sevres,"python, outils, communication, git, bases de données, power bi, tableau, excel, crm",preciphar,cdi,42000.0,50000.0
data analyst,2023-01-25,wissous,"qlik, qlikview",nan,cdi,,
data scientist,2023-01-25,issy les moulineaux,cloud,nan,cdi,,
business analyst,2023-01-25,montrouge,,nan,cdi,,
data analyst,2023-01-25,paris,,nan,cdi,,
responsable,2023-01-25,aubervilliers,agile,nan,cdi,,
data scientist,2023-01-25,rueil malmaison,,nan,cdi,,
manager,2023-01-22,orly,"sql, git, support, power bi, tableau",nan,cdi,,
manager,2023-01-22,charenton le pont,"data management, support, réseaux, excel",nan,cdi,,
data analyst,2023-01-22,charenton le pont,"python, outils, réseaux, vba, excel, data quality",nan,cdi,,
manager,2023-01-22,massy,"python, sql, outils, git, support, acquisition, web, cloud, tableau",nan,cdi,,
manager,2023-01-22,paris  dept,"communication, data management, git, support",nan,cdi,,
manager,2023-01-22,ile de france,sécurité,nan,cdd,,
manager,2023-01-22,ile de france,sécurité,nan,intérim,,
consultant,2023-01-21,bezons,"data management, git, cloud, sécurité",atos,cdi,,
data miner ,2023-01-21,hauts de seine,"outils, communication, marketing, web",openclassrooms,cdi,,
data miner ,2023-01-24,seine saint denis,"outils, communication, marketing, web",openclassrooms,cdi,,
data miner ,2023-01-24,seine et marne,"outils, communication, marketing, web",openclassrooms,cdi,,
manager,2023-01-21,gif sur yvette,"outils, git, excel",nan,cdi,,
chef de projet,2023-01-21,paris,"sql, test, recette, outils, communication, support, moe, moa, excel",hesperie conseil,cdi,,
data engineer,2023-01-20,,"python, sql, agile, test, big data, outils, git, support, scrum, scala, spring, cloud, devops, excel, ios, spark",nan,nan,,
data scientist,2023-01-20,courbevoie,"python, sql, outils, intelligence artificielle, machine learning, git, bases de données, cloud, nlp, tensorflow",nan,cdi,,
data engineer,2023-01-20,,"sql, agile, big data, outils, git, support, scala, cloud, devops, excel, ios, spark",nan,nan,,
responsable,2023-01-20,massy,"agile, communication, saas, git, support, sas, sap, windows, unix, cloud, tableau, unix",nan,cdi,,
data analyst,2023-01-25,creteil,"sql, communication, tableau, excel",kaino consulting,cdi,,
chef de projet,2023-01-20,paris,,nextgen rh,intérim,45000.0,55000.0
data scientist,2023-01-20,paris,"python, sql, marketing, cloud, spark",harnham,cdi,40000.0,50000.0
data engineer,2023-01-20,bezons,big data,atos,cdi,,
chef de projet,2023-01-20,les ulis,"communication, marketing, acquisition, crm",page personnel,cdi,30000.0,40000.0
data scientist,2023-01-20,seine saint denis,,nan,cdi,,
référent,2023-01-20,st denis,"agile, communication, acquisition, devops, sécurité",sncf act,cdi,,
"développeur data intégration   système, réseaux, données ",2023-01-20,st ouen l aumone,"python, sql, test, big data, recette, outils, validation, bases de données, java, scala, sql server, oracle, mysql, postgresql, cloud, sécurité, talend, etl, spark",c.f.e.b. sisley,cdd,,
data analyst,2023-01-20,paris,power bi,findit consulting,cdi,45000.0,55000.0
data analyst,2023-01-20,paris,power bi,findit consulting,cdi,45000.0,55000.0
data analyst,2023-01-26,paris,"python, sql, outils, bases de données, sas, power bi, tableau, excel",chela +,cdi,,
data analyst,2023-01-20,asnieres sur seine,"outils, communication, marketing, business intelligence, git, support, sap, power bi, crm",diagnostica stago,cdi,,
data engineer,2023-01-20,paris,"python, sql, big data, outils, communication, nosql, machine learning, bases de données, scrum, web, cloud",rd2 conseil,cdd,,
manager,2023-01-20,paris,"bases de données, sas",tempopharma,cdi,,
data analyst,2023-01-25,nanterre,"test, outils, communication, sas",kaino consulting,cdi,,
chef de projet,2023-01-20,nanterre,"test, outils, sap, excel",axa france iard,cdi,,
data engineer,2023-01-20,guyancourt,"test, outils, intelligence artificielle, tableau, sécurité",crédit agricole payment services,intérim,,
consultant,2023-01-20,paris,"big data, qlik, tableau, qlikview, excel, cognos",mc2i,cdi,,
data scientist,2023-01-20,guyancourt,"python, outils, intelligence artificielle, marketing, data management, machine learning, sas, sécurité",crédit agricole payment services,cdi,,
data engineer,2023-01-20,paris,"python, sql, outils, communication, nosql, hadoop, git, support, java, scala, linux, devops, spark",2m-advisory,intérim,,
cheffe de projets statistiques  data et conception d'outils   informatique de gestion ,2023-01-20,paris,"sql, outils, git, bases de données, java, power bi, sql server, c#, javascript, excel",uniformation,cdi,40000.0,45000.0
chef de projet,2023-01-20,versailles,"support, sap, salesforce, data quality, talend, etl",pearl executive search,cdi,,
data engineer,2023-01-20,boulogne billancourt,"sql, support, cloud",viveris,cdi,,
data analyst,2023-01-25,paris,"big data, outils, saas",nan,cdi,,
data analyst,2023-01-19,paris,"sql, big data, recette, tableau, etl",chronopost,cdi,,
data analyst,2023-01-19,essonne,"outils, qlik, tableau, qlikview, excel",nan,cdi,,
product owner data lake   cdi,2023-01-19,courbevoie,"communication, git, support, web, cloud, qlik, sécurité, data quality",nan,intérim,,
master data supply chain sap ,2023-01-19,ivry sur seine,"test, sap, excel",pp,cdi,41000.0,47000.0
business analyst,2023-01-24,paris,"test, recette, communication, support, qlik, moe, moa",2m-advisory,cdi,,
business analyst,2023-01-24,paris,"test, recette, communication, support, qlik, moe, moa",2m-advisory,cdi,,
consultant,2023-01-19,paris,"python, sql, agile, recette, communication, power bi, cloud, tableau, excel",dogfinance,cdi,,
data engineer,2023-01-19,paris,"python, sql, outils, cloud",dataworks,cdi,45000.0,60000.0
manager,2023-01-19,paris,"sql, communication, support, power bi, tableau, moa, excel, salesforce, etl",transitions pro idf,cdi,,
chef de projet,2023-01-19,paris,"recette, outils, communication, support, réseaux, sécurité",optedis,cdi,,
data analyst,2023-01-19,paris,"python, sql, bases de données, cloud",dogfinance,cdd,,
data scientist,2023-01-19,val de marne,"outils, intelligence artificielle",nan,cdi,,
"juriste data privacycorporate min. 5 ans   droit, fiscalité ",2023-01-19,paris,,fed légal,cdi,40000.0,55000.0
data engineer,2023-01-19,nanterre,"python, sql, agile, test, big data, outils, git, support, scrum, scala, spring, cloud, devops, excel, ios, spark",hays france,cdi,,
data analyst,2023-01-19,paris,"outils, communication, git, power bi, cloud, tableau, ios, etl",752675-paris direction du numerique,cdd,,
data analyst,2023-01-20,creteil,"python, sql, outils, communication, bases de données, sas, power bi, tableau, ios",caf du val-de-marne,cdi,32000.0,33000.0
chef de projet,2023-01-18,ile de france,"sql, outils, communication, marketing, git, bases de données, excel",nan,cdi,,
data protection officer,2023-01-18,bondoufle,outils,nan,cdi,,
data scientist,2023-01-18,le plessis robinson,"python, communication, machine learning, java, spark",nan,cdi,,
manager,2023-01-18,le plessis robinson,"communication, marketing, plm, git, sécurité",nan,cdi,,
data scientist,2023-01-19,pantin,"python, big data, outils, intelligence artificielle, validation, power bi, excel",bnpparibas,cdi,38000.0,45000.0
business analyst,2023-01-26,paris,"sql, agile, test, recette, outils, data management, support, sas, vba",f.b.h.associes,cdi,45000.0,90000.0
développeur data processing   informatique de gestion ,2023-01-19,paris,"agile, java, scrum, scala, c#, devops, sécurité",penelope kavaliauskas,cdi,45000.0,60000.0
responsable,2023-01-18,paris,"communication, réseaux sociaux, réseaux, web",business & decision corporate services,cdi,,
développeurse java  big data   informatique de gestion ,2023-01-18,paris,"test, big data, hadoop, git, support, java, web, spring, j2ee, spark",accelite,cdi,,
développeurse java  big data   informatique de gestion ,2023-01-18,paris,"test, big data, hadoop, git, support, java, web, spring, j2ee, spark",accelite,cdi,,
tech lead data bi intégration talend  board  sap bw   maîtrise d'ouvrage et fonctionnel ,2023-01-24,rueil malmaison,"outils, git, bases de données, support, sap, ios, talend, etl",mitsubishi electric europe b.v. france,cdi,,
chef de projet,2023-01-25,paris,"python, sql, outils, data management, business intelligence, excel",datatorii,cdi,45000.0,55000.0
data engineer,2023-01-18,paris,"python, sql, test, hadoop, java, scala, web, excel, etl",sciam,cdd,48000.0,60000.0
data analyst,2023-01-18,paris,"git, tableau",dogfinance,cdd,,
data scientist,2023-01-18,paris,"python, machine learning, java, web",rd2 conseil,cdi,,
manager,2023-01-20,paris,git,nan,cdi,,
data analyst,2023-01-18,paris,"big data, outils",nan,cdi,,
directeur data  product management 70110k€ ,2023-01-18,paris,big data,nan,cdi,,
data scientist,2023-01-17,massy,"python, sql, outils, machine learning, cloud",nan,cdi,,
data analyst,2023-01-17,,"big data, saas, data management, machine learning, git",l2c,nan,70000.0,85000.0
tech lead data ,2023-01-17,paris,"python, agile, big data, outils, validation, git, java, power bi, spring, cloud, qlik, android, devops, qlikview, sécurité, php, symfony, jenkins, j2ee, ios, talend, nlp",ilyeum,cdi,,
product owner data ,2023-01-17,,"sql, agile, recette, communication, scrum, cloud, etl",frg technology consulting,nan,,
data scientist,2023-01-17,,"outils, communication, c++",air france,nan,,
data analyst,2023-01-17,chateaufort,"python, sql, outils, data management, bases de données, sas, power bi, vba, excel",colas france - territoire ile-de-france normandie,cdi,,
data analyst,2023-01-17,courbevoie,"recette, outils, git",nan,cdi,,
responsable,2023-01-17,asnieres sur seine,"outils, data management, bases de données, support, sap, excel",nan,cdd,,
data analyst,2023-01-17,paris,"python, sql, test, big data, outils, marketing, data management, git, bases de données, scala, tableau",nan,cdd,,
manager,2023-01-17,paris,"python, sql, big data, outils, marketing, data management, business intelligence, git, scala, qlik, tableau, qlikview, etl, tensorflow, keras",nan,cdi,,
consultant,2023-01-17,sevres,,crayon france,cdi,,
consultant,2023-01-17,sevres,,crayon france,cdi,,
chef de projet,2023-01-17,trappes,acquisition,saint quentin en yvelines,cdi,,
consultant,2023-01-24,issy les moulineaux,"sql, agile, test, recette, hadoop, data management, support, t-sql, sas, power bi, sql server, oracle, mysql, postgresql, cloud, devops, sécurité, data quality, talend, etl",cat-amania,cdi,,
data scientist,2023-01-17,nanterre,"python, machine learning, git, cloud, devops, excel, spark",dogfinance,cdi,,
directeur projet  data et computer vision   commercial ,2023-01-17,paris,agile,geoffre charbonnel cecile yolande,cdi,47000.0,63000.0
"ingénieur data   système, réseaux, données ",2023-01-24,st aubin,"agile, big data, outils, acquisition, devops",synchrotron soleil,cdd,,
data engineer,2023-01-17,paris,"agile, test, big data, hadoop, git, scala, spark",scient,cdd,,
chef de projet,2023-01-17,levallois perret,"agile, test, outils, git",micropole,cdi,,
data analyst,2023-01-26,arcueil,"python, sql, outils, marketing, git, support, power bi, excel, crm",aquantis,cdi,40000.0,50000.0
consultant,2023-01-17,levallois perret,"outils, git, sap, sécurité, ios",micropole,cdi,,
consultant,2023-01-17,levallois perret,"outils, data management, git, cloud, excel, salesforce, ios, etl",micropole,cdi,,
data analyst,2023-01-17,paris,"sql, agile, nosql, git, power bi, tableau, c#, devops, sécurité, etl, crm",epsa corporate,cdi,,
data analyst,2023-01-17,chateaufort,"python, sql, outils, data management, bases de données, réseaux sociaux, réseaux, sas, power bi, vba, excel",colas france - territoire ile-de-france normandie,cdi,,
tech lead data gcp   informatique de gestion ,2023-01-17,boulogne billancourt,"python, git, crm",geser best,cdi,35000.0,45000.0
alternance,2023-01-17,paris,"sql, marketing, validation, data management, git, support, power bi, tableau, data quality, crm",epsa corporate,cdi,,
consultant,2023-01-17,levallois perret,"data management, git, cloud, excel, salesforce",micropole,intérim,,
"développeur.se big data   système, réseaux, données ",2023-01-17,paris,"sql, agile, test, big data, hadoop, git, java, postgresql, cloud, spark",novencia group,cdi,,
"data architect   système, réseaux, données ",2023-01-17,levallois perret,"big data, paas, validation, git, cloud, excel, salesforce, etl",micropole,cdi,,
"adjoint au chef de département data   système, réseaux, données ",2023-01-17,paris,"python, outils, machine learning, réseaux, tableau, moa",île-de-france mobilités,cdd,35000.0,72000.0
responsable,2023-01-17,ivry sur seine,"communication, validation, moe, moa, excel, crm",945710-docapost,cdi,,
responsable,2023-01-17,ivry sur seine,"communication, validation, moe, moa, excel, crm",945710-docapost,cdi,,
tech lead big data ,2023-01-17,issy les moulineaux,"sql, agile, outils, hadoop, git, support, scrum, scala, postgresql, tableau, moe, moa, vmware, jenkins, spark",752675-paris direction du numerique,cdi,,
charge d'etudes actuarielles data et pilotage confirmé  ,2023-01-17,paris,"agile, recette, communication, tableau",nan,intérim,,
gestionnaire data center ,2023-01-17,ivry sur seine,sécurité,945710-docapost,cdi,,
directeur de clientèle   nm data ,2023-01-16,ile de france,"marketing, web",nm data,cdi,,
data scientist,2023-01-16,levallois perret,"test, outils, marketing, sas, ios",mediametrie,cdi,,
data analyst,2023-01-16,paris,"sql, test, recette, outils, business intelligence, git, bases de données, support, oracle, etl",talents it,intérim,,
manager,2023-01-16,paris,"data management, git",nan,cdi,,
data ingénieur,2023-01-16,issy les moulineaux,"big data, git",artialys,cdi,,
architecte,2023-01-16,noisy le grand,"paas, support, cloud, talend, etl",ratp,cdi,,
consultant,2023-01-16,bobigny,"data management, data quality",gfi informatique,cdd,40000.0,58000.0
data scientist,2023-01-16,nanterre,"python, machine learning, sas",axa france,cdi,,
consultant,2023-01-16,paris,"python, agile, test, recette, power bi, etl",hays france,cdi,,
data analyst,2023-01-16,guyancourt,"python, outils, ios",serma ingenierie,cdi,,
data analyst,2023-01-16,courbevoie,"big data, outils, excel",dekra personnel france,cdi,35000.0,45000.0
data analyst,2023-01-16,paris,"python, sql, outils, intelligence artificielle",banque de france,intérim,,
data analyst,2023-01-16,montrouge,"sql, agile, outils, marketing, bases de données, power bi, sql server, ios",datavalue consulting,cdi,38000.0,45000.0
data scientist,2023-01-16,paris,"python, agile, hadoop, scrum, réseaux, cloud, devops, excel",nan,cdi,45000.0,60000.0
data scientist,2023-01-16,massy,"agile, test, outils, communication, machine learning, cloud, devops, excel",carrefour,cdd,,
pmo data   informatique de gestion ,2023-01-16,paris,"outils, communication, git, support, ios",citech,cdi,40000.0,55000.0
pmo data   informatique de gestion ,2023-01-16,paris,"outils, communication, git, support, ios",citech,cdi,40000.0,55000.0
data analyst,2023-01-18,paris,"python, sql, outils, vba",nan,cdi,,
data scientist,2023-01-14,massy,"agile, test, outils, communication, machine learning, cloud, devops, excel",nan,cdi,,
data analyst,2023-01-14,neuilly sur seine,"support, sap, power bi, cloud, tableau",imagreen,cdd,,
data analyst,2023-01-14,paris,"sql, outils, validation, sap, power bi, excel",nan,cdi,,
data analyst,2023-01-14,paris,"python, sql, test, outils, vba",nan,cdi,,
data analyst,2023-01-14,paris,excel,nan,cdi,,
data scientist,2023-01-14,paris  dept,outils,nan,cdi,,
data scientist,2023-01-14,nanterre,"python, machine learning, sas",axa france,cdi,,
pilote de projets data  ,2023-01-13,,"outils, data management, vba, excel",nan,nan,,
consultant,2023-01-13,,"python, agile, test, recette, power bi, etl",nan,nan,,
data scientist,2023-01-13,paris,"python, big data, outils, communication, marketing, business intelligence, machine learning, sas, qlik",nan,cdi,,
manager,2023-01-13,paris,"python, sql, test, outils, nosql, iaas, paas, machine learning, git, java, unix, cloud, c++, linux, unix, sécurité",nan,cdi,,
data scientist,2023-01-13,bezons,"python, sql, test, outils, communication, nosql, bases de données, excel",nan,cdi,,
data analyst,2023-01-13,wissous,"outils, qlik, tableau, qlikview, excel",michael page international france,cdd,40000.0,45000.0
data analyst,2023-01-13,paris,"python, sql, big data, communication, hadoop, data management, bases de données, cloud, tableau",bia consulting,cdi,,
data engineer,2023-01-13,neuilly sur seine,"recette, data management",apgar,cdi,,
"lead data architect   système, réseaux, données ",2023-01-13,paris,"agile, big data, outils, communication, paas, data management, git, cloud, data quality",ratp,cdi,,
consultant,2023-01-13,paris,"agile, test, outils, validation, git",cgi france,cdi,,
data analyst,2023-01-13,paris,"python, sql, test, git, sap, cloud, spark",jobs_that_makesense,intérim,,
data analyst,2023-01-13,paris,"python, sql, test, git, sap, cloud, spark",jobs_that_makesense,cdd,,
ingenieur,2023-01-13,rosny sous bois,"python, sql, outils, nosql, hadoop, machine learning, java, scala, cloud, spark",general de gaulle,cdd,33000.0,38000.0
data analyst,2023-01-13,paris,"python, test, outils, communication, validation, sas, excel",agathe redier,cdi,,
"un·e chef·fe de projet ""open data""   système, réseaux, données ",2023-01-13,bobigny,"outils, web",cd 93,cdi,,
"ingénieure big data   système, réseaux, données ",2023-01-13,paris,"python, big data, hadoop, java, scala, linux, spark",cgilanum,cdi,45000.0,55000.0
expert,2023-01-13,boulogne billancourt,"agile, test, recette, outils, communication, validation, réseaux, windows, oracle, network, linux, sécurité, ios",davidson,cdi,45000.0,75000.0
data engineer,2023-01-13,neuilly sur seine,"sql, agile, test, outils, hadoop, data management, java, sql server, oracle, cloud, devops, jenkins, j2ee, spark",apgar,intérim,,
data analyst,2023-01-13,paris,"sql, outils, power bi, qlik, tableau",sendinblue,cdi,,
data scientist,2023-01-13,paris,"python, outils, communication, marketing, business intelligence, sas, qlik",la banque postale,cdi,,
data analyst,2023-01-13,champs sur marne,"python, sql, outils, communication, machine learning, git, bases de données, réseaux, sap, linux, ios",cstb,cdi,,
chef de projet,2023-01-13,nanterre,"agile, outils, communication, validation, git, cloud",new net 3d,cdi,,
expert,2023-01-13,paris,git,nan,cdi,,
manager,2023-01-13,courbevoie,"outils, intelligence artificielle, business intelligence, git, excel, ios",nan,cdi,,
manager,2023-01-13,,"test, validation, data management, bases de données, sas",nan,nan,30000.0,50000.0
architecte,2023-01-13,lisses,"sql, agile, communication, nosql, data management, git, sap, talend",nan,cdi,,
data & web analyst   ,2023-01-13,,"sql, communication, web, crm",nan,nan,,
data scientist,2023-01-13,magny les hameaux,"python, sql, agile, communication, nosql, machine learning, bases de données, support, cloud, ios",nan,cdi,,
data analyst,2023-01-13,melun,"sql, test, outils, communication, git, bases de données, support, tableau",nan,cdd,,
data scientist,2023-01-13,magny les hameaux,"python, sql, intelligence artificielle, nosql, machine learning, git, excel",nan,cdi,,
manager,2023-01-18,le kremlin bicetre,"intelligence artificielle, bases de données, support, réseaux, excel, ios",nan,cdi,,
manager,2023-01-18,le kremlin bicetre,"intelligence artificielle, bases de données, support, réseaux, excel, ios",nan,cdi,,
ingénieure  ingénieur data science ,2023-01-13,saclay,"python, outils, intelligence artificielle, marketing, machine learning, ios",nan,cdi,,
data analyst,2023-01-13,champs sur marne,"python, sql, outils, machine learning, bases de données, réseaux, sap",cstb,cdi,,
business analyst,2023-01-13,montrouge,"python, machine learning, data quality",mp,cdi,70000.0,75000.0
ingénieur software data r&d ,2023-01-13,montrouge,"agile, machine learning, etl",mp,cdi,70000.0,80000.0
expert,2023-01-13,puteaux,"communication, data management, support, web, etl",mp,cdd,60000.0,65000.0
manager,2023-01-13,pantin,"outils, support, cloud, sécurité, excel",mp,cdi,70000.0,85000.0
data analyst,2023-01-13,,"outils, excel",mp,nan,40000.0,46000.0
manager,2023-01-13,bobigny,"outils, support, cloud, sécurité, excel",mp,cdi,70000.0,85000.0
chef de projet,2023-01-13,corbeil essonnes,"data management, git, bases de données, salesforce",mp,cdi,43000.0,48000.0
data analyst,2023-01-13,,"test, outils, bases de données, support, sap, tableau",mp,nan,40000.0,45000.0
responsable,2023-01-13,bobigny,"big data, outils, communication, marketing, validation, scrum",mp,cdi,55000.0,65000.0
business analyst,2023-01-13,,"marketing, support, excel",mp,nan,155988.0,207984.0
manager,2023-01-13,,"sql, git, bases de données, web, qlik, sécurité, talend, etl",mp,nan,48000.0,50000.0
ingénieur big data ,2023-01-13,,"sql, test, big data, support, sas, excel, ios, etl",mp,nan,45000.0,60000.0
analyste métier confirmé  data steward ,2023-01-12,courbevoie,"agile, big data, outils, hadoop",nan,cdi,,
manager,2023-01-12,nanterre,"sql, outils, communication, support, sap, sql server, tableau, data quality, talend, etl",louvre hotels,cdi,,
responsable,2023-01-24,asnieres sur seine,"outils, data management, bases de données, support, sap, excel",fed supply,cdi,,
data analyst,2023-01-12,paris,excel,nan,cdi,,
data analyst,2023-01-12,courbevoie,"sql, big data, outils, communication, data management, git, support, excel",nan,cdi,,
data analyst,2023-01-12,courbevoie,"sql, big data, outils, communication, data management, git, support, excel",nan,cdi,,
data analyst,2023-01-12,suresnes,"outils, business intelligence, git, support, excel, crm",randstad search,cdi,,
"ingénieur data   système, réseaux, données ",2023-01-12,paris,"python, agile, test, outils, git, jenkins",confidentiel,cdi,45000.0,55000.0
data analyst,2023-01-12,paris,"python, agile, test, big data, outils, communication, saas, business intelligence, git, scrum, acquisition, sap, cloud, tableau, spark",caisse des depots et consignations,cdi,,
"ingénieur big data  telecom, média & entertainment  paris   système, réseaux, données ",2023-01-12,paris,"python, agile, big data, intelligence artificielle, hadoop, git, java, scrum, cloud, devops, etl, spark",dogfinance,cdi,,
data analyst,2023-01-12,issy les moulineaux,"agile, big data, java, scala, c++, spark",capgemini technology services,cdi,,
